"Country","Year","LifeExp","Gini","GDP"
"Kazakhstan",2009,67.4605,28.2,17389.0145839123
"Kazakhstan",2008,66.7589,28.5,17278.4721678366
"Kazakhstan",2007,66.18,30.1,16581.2240528671
"Kazakhstan",2006,65.7223,30.2,14965.7723192192
"Kazakhstan",2005,65.3556,39.8,13226.146696236
"Kazakhstan",2004,65.04,31.8,11777.1119571613
"Kazakhstan",2003,64.7533,33.7,10532.4466972592
"Kazakhstan",2002,64.4405,34.8,9504.45082485042
"Kazakhstan",2001,64.1081,36,8568.08719454804
"Kazakhstan",1996,63.4551,35.4,5836.07198366483
"Kenya",2021,61.2253,38.7,5338.85243382781
"Kenya",2020,61.5958,36.2,4792.57315847182
"Kenya",2015,62.279,40.8,3678.32614146019
"Kenya",2005,58.5098,46.4,2188.69561015215
"Kenya",1997,55.4779,45,1865.02667274403
"Kenya",1994,56.1013,43.1,1754.25340073063
"Kenya",1992,57.095,56.9,1727.54067542781
"Kiribati",2019,65.8663,27.8,2762.93711943669
"Kiribati",2006,65.6014,37,1727.76979534507
"Latvia",2021,73.1809,34.3,36880.4564610875
"Latvia",2020,75.4781,35.7,32741.4207691987
"Latvia",2019,75.6278,34.5,32199.096037709
"Latvia",2018,74.9793,35.1,29817.8047263182
"Latvia",2017,74.8005,35.6,27645.8226249653
"Latvia",2016,74.7568,34.3,25802.1555784175
"Latvia",2015,74.6646,34.2,24137.87643586
"Latvia",2014,74.306,35.1,22973.693280582
"Latvia",2013,74.1873,35.5,21850.1266362473
"Latvia",2012,73.9387,35.2,20494.0464806476
"Latvia",2011,73.7176,35.8,18618.7015409025
"Latvia",2010,73.0285,35,17343.4658666613
"Latvia",2009,72.6966,35.9,16559.5227779875
"Latvia",2008,71.999,37.2,18634.7309608539
"Latvia",2007,70.7894,37.5,17281.0422640276
"Latvia",2006,70.5501,35.6,15024.6361475622
"Latvia",2005,70.6324,39,13343.8894481784
"Latvia",2004,70.9395,36.4,11761.314151214
"Lebanon",2011,77.7682,31.8,14974.553438993
"Lesotho",2017,53.8737,44.9,2618.81820770145
"Lesotho",2002,45.9501,51.2,1385.18222067176
"Lesotho",1994,57.2879,63,995.244143231791
"Liberia",2016,60.4834,35.3,1490.33581410026
"Liberia",2014,59.2101,33.2,1418.77355515891
"Liberia",2007,58.1469,36.4,872.58464592903
"Lithuania",2021,74.2967,36.7,45955.5689507242
"Lithuania",2020,75.105,36,41491.3281824274
"Lithuania",2019,76.4245,35.3,40809.9308244235
"Lithuania",2018,75.9091,35.7,36721.9325501206
"Lithuania",2017,75.7015,37.3,33760.62939794
"Lithuania",2016,74.8195,38.4,30870.240539754
"Lithuania",2015,74.4737,37.4,28915.5715133533
"Lithuania",2014,74.596,37.7,28052.4565243541
"Lithuania",2013,74.0268,35.3,26595.3566840109
"Lithuania",2012,73.9644,35.1,24578.1306085315
"Lithuania",2011,73.608,32.5,22701.5546059767
"Lithuania",2010,73.1962,33.6,19827.948684184
"Lithuania",2009,72.8496,37.2,18167.6379038272
"Lithuania",2008,71.6959,35.7,20735.7079776096
"Lithuania",2007,70.6982,34.8,19113.9861386164
"Lithuania",2006,70.9639,34.4,16446.977802261
"Lithuania",2005,71.2464,35.3,14514.7832942166
"Lithuania",2004,72.0009,37,13097.4375662948
"Luxembourg",2021,81.8392,32.7,135379.291201024
"Luxembourg",2020,81.4108,33.4,122114.101599326
"Luxembourg",2019,81.5879,34.2,121403.823719046
"Luxembourg",2018,81.5187,35.4,116498.512080919
"Luxembourg",2017,81.0892,34.5,114985.842235989
"Luxembourg",2016,81.6199,31.7,113365.176082265
"Luxembourg",2015,81.2561,32.9,107888.578352982
"Luxembourg",2014,81.2359,31.2,105296.284588232
"Luxembourg",2013,80.8544,32,100925.011992241
"Luxembourg",2012,80.4383,34.3,96636.426643956
"Luxembourg",2011,80.2848,32.1,94475.0302265024
"Luxembourg",2010,80.0987,30.5,90346.0688268008
"Luxembourg",2009,79.9074,31.2,86873.2562419563
"Luxembourg",2008,80.1066,32.6,90970.7211980147
"Luxembourg",2007,79.1157,31.1,85129.1888169612
"Luxembourg",2006,78.8384,30.9,78878.0275161487
"Luxembourg",2005,78.8786,30.8,68787.8547494266
"Luxembourg",2004,78.6583,30.2,64694.4334161028
"Luxembourg",2003,77.2624,30.2,60199.8507967788
"Luxembourg",2002,77.5518,31,58575.6792717544
"Luxembourg",2001,77.5298,30.9,56141.7751664486
"Luxembourg",2000,77.2635,30.1,55124.2922512694
"Luxembourg",1999,76.9864,30,49844.6769627976
"Luxembourg",1998,76.5712,30.6,44267.1768586838
"Luxembourg",1997,76.3903,29.6,42477.7398314956
"Luxembourg",1996,76.1684,29,39707.461526777
"Luxembourg",1995,75.8777,28.3,38319.7630124135
"Luxembourg",1994,75.9312,28.1,37526.2619141439
"Luxembourg",1993,75.4257,27,35874.7047629493
"Luxembourg",1992,74.7464,27.3,34085.8238280804
"Luxembourg",1991,74.9643,27.2,33168.4287884896
"Luxembourg",1990,74.9674,27.7,29929.0521561855
"Madagascar",2012,63.0068,42.6,1463.61756926447
"Madagascar",2010,62.5967,42.4,1463.87646784964
"Madagascar",2005,60.6639,39.9,1342.5192993559
"Madagascar",2001,58.6744,47.4,1298.56378867522
"Madagascar",1999,57.4344,38.6,1194.15024666731
"Madagascar",1997,56.1267,39.4,1142.30166094868
"Madagascar",1993,53.7325,45.2,1115.76728425393
"Malawi",2019,64.995,38.5,1450.01008064784
"Malawi",2016,63.163,44.7,1409.95802703533
"Malawi",2010,57.787,45.5,1457.60568307728
"Malawi",2004,51.0731,39.9,1032.80213911794
"Malawi",1997,44.1995,65.8,915.279224945452
"Malaysia",2021,73.9172,40.7,29822.8491831618
"Malaysia",2018,75.7341,41.2,27793.5674222948
"Malaysia",2015,75.2876,41.1,24526.3942716012
"Malaysia",2013,75.464,41.3,23160.8924510627
"Malaysia",2011,75.4878,43.9,21324.3594996498
"Malaysia",2008,75.1514,45.5,19479.8799587431
"Malaysia",2006,74.6969,44.8,17426.3611674863
"Malaysia",2003,73.7273,46.4,14387.2484913771
"Malaysia",1997,72.2959,49.1,12469.3590059844
"Malaysia",1995,71.9792,48.5,10720.2534687358
"Malaysia",1992,71.4832,47.7,8223.80295905911
"Maldives",2019,79.7071,29.3,23077.2112236652
"Maldives",2016,78.9128,31.3,18769.5060607629
"Maldives",2009,76.3714,38.4,12278.3783136069
"Maldives",2002,72.3597,41.3,8829.87123955984
"Mali",2021,59.116,35.7,2347.62752913969
"Mali",2018,58.8728,36,2249.86222959248
"Mali",2009,55.5883,33,1635.07484521305
"Mali",2006,54.3046,38.9,1507.01773659988
"Mali",2001,51.3004,39.9,1228.71059587989
"Mali",1994,47.914,50.2,871.969760522563
"Malta",2020,82.3358,31.4,49930.2073429918
"Malta",2019,82.8387,31,51377.3860745636
"Malta",2018,82.9083,28.7,48106.140435729
"Malta",2017,83.0891,29.2,45676.5835737129
"Malta",2016,82.6567,29.1,40923.3351321049
"Malta",2015,82.5914,29.4,38307.2690450024
"Malta",2014,82.3176,29,35118.5369291872
"Malta",2013,81.8181,28.8,33048.1572880689
"Malta",2012,81.0638,29.4,30716.1937037767
"Malta",2011,80.8038,29.1,29426.0314223155
"Malta",2010,81.3977,29,28912.3672390654
"Malta",2009,80.4155,30.2,26767.9776085368
"Malta",2008,79.6904,29,26653.896450333
"Malta",2007,79.7375,29.2,25012.583380051
"Malta",2006,79.5611,28,23224.0186876718
"Marshall Islands",2019,66.0473,35.5,6045.06240778328
"Mauritania",2019,67.6397,32,5610.13236713892
"Mauritania",2014,66.2069,32.6,3865.1425867687
"Mauritania",2008,65.2328,35.7,3235.99782155827
"Mauritania",2004,63.3688,40.2,2570.29404915222
"Mauritania",2000,61.0435,39,2303.66639708127
"Mauritania",1995,58.8615,37.7,2305.75519452552
"Mauritania",1993,58.7327,49.5,2208.57261200425
"Mauritius",2017,75.024,36.8,22595.7290817609
"Mauritius",2012,74.3302,38.5,17249.8932782975
"Mauritius",2006,72.7813,35.7,12587.9717560645
"Mexico",2022,73.9731,43.5,23340.6634022084
"Mexico",2020,70.4492,44.6,19354.1248698208
"Mexico",2018,74.3009,46,20921.4775277572
"Mexico",2016,74.3763,46.9,20104.5839787472
"Mexico",2014,74.4044,48.9,18820.7991098584
"Mexico",2012,74.1278,49.6,18004.7935607542
"Mexico",2010,73.7181,47.7,15908.8603214578
"Mexico",2008,73.6949,50.8,15680.5761896881
"Mexico",2006,73.7457,49.7,14541.6716295608
"Mexico",2005,73.6267,50.9,13260.2388186669
"Mexico",2004,73.4324,50.3,12657.8156092307
"Mexico",2002,73.1056,50.6,11761.8865916692
"Mexico",2000,72.5621,53.4,11704.3811035837
"Mexico",1998,71.7924,53.3,10756.2174973203
"Mexico",1996,71.0876,52,9496.10613380394
"Mexico",1994,70.3017,53.4,9466.25763571475
"Mexico",1992,69.6633,52.3,9470.00453850162
"Micronesia",2013,70.2748,40.1,3206.36152298855
"Micronesia",2005,69.7963,42.4,2774.43261971211
"Mongolia",2022,71.5049,31.4,16401.9894751531
"Mongolia",2018,70.5743,32.7,12317.4824277695
"Mongolia",2016,69.736,32.3,10511.3831063141
"Mongolia",2014,68.7366,32,10900.2305197857
"Mongolia",2012,67.6113,33.8,10151.7217998165
"Mongolia",2011,67.167,33.9,8861.82052869304
"Mongolia",2010,67.1004,33.1,7531.62557435306
"Mongolia",2007,66.4713,35.8,6678.05474347545
"Mongolia",2002,63.9924,32.9,4083.38422165251
"Mongolia",1998,62.1208,30.3,3554.76886737498
"Mongolia",1995,60.8909,33.2,3228.97369755629
"Montenegro",2021,73.7893,34.3,24046.6198170803
"Montenegro",2020,75.8503,35.4,21004.6564662745
"Montenegro",2019,76.6392,35.7,24140.696122515
"Montenegro",2018,76.9215,36.8,21513.3501337808
"Montenegro",2017,76.5929,36.9,19682.2869734221
"Montenegro",2016,76.5647,38.5,18199.3426015723
"Montenegro",2015,76.5939,39,16337.1947507725
"Montenegro",2014,76.4679,38.8,15371.151636548
"Montenegro",2013,76.3539,39,14870.187607897
"Montenegro",2012,76.2367,41.2,13863.9175175016
"Morocco",2013,72.1174,39.5,7542.0986328125
"Morocco",2006,69.1574,40.7,5780.6181640625
"Morocco",2000,66.7937,40.6,3930.22314453125
"Morocco",1998,66.0078,39.4,3740.35913085938
"Morocco",1990,62.3958,39.2,2776.82250976563
"Mozambique",2019,61.3059,50.3,1388.79707034446
"Mozambique",2014,57.965,54,1165.82826607505
"Mozambique",2008,53.7989,45.5,916.155850219212
"Mozambique",2002,50.8793,47,580.040921426026
"Mozambique",1996,47.1208,53.3,349.731938688612
"Myanmar",2017,65.9086,30.7,4706.43248949598
"Myanmar",2015,65.2877,38.1,4458.69054442473
"Namibia",2015,60.0083,59.1,10465.8920558516
"Namibia",2009,55.3474,61,8079.3839228997
"Namibia",2003,51.9178,63.3,5692.63373748016
"Nauru",2012,60.5326,32.4,8260.60504597188
"Nepal",2022,70.0869,30,5102.99231141994
"Nepal",2010,66.7724,32.8,2139.22749381928
"Nepal",2003,64.2291,43.8,1453.18365784464
"Nepal",1995,59.3229,35.2,1058.20747640041
"Netherlands",2021,81.356,25.7,68511.6624548282
"Netherlands",2020,81.3931,26,62596.6302027524
"Netherlands",2019,82.053,29.2,62345.2538465432
"Netherlands",2018,81.7813,28.1,58819.2609142582
"Netherlands",2017,81.7366,28.5,56037.5679936057
"Netherlands",2016,81.5549,28.2,53162.2791598026
"Netherlands",2015,81.49,28.2,50970.348484391
"Netherlands",2014,81.6503,28.6,49751.3092860822
"Netherlands",2013,81.3011,28.1,49622.0519614799
"Netherlands",2012,81.059,27.6,47653.3401651371
"Netherlands",2011,81.1096,27.8,47004.1370739062
"Netherlands",2010,80.8293,27.8,45306.3078054895
"Netherlands",2009,80.6712,27.9,44935.7457496481
"Netherlands",2008,80.3866,29.3,46714.3454301392
"Netherlands",2007,80.255,29.6,44205.0449836126
"Netherlands",2006,79.8466,30,41216.8840677591
"Netherlands",2005,79.488,29,37778.4864360065
"Netherlands",2004,79.2389,29.8,35965.5468021136
"Netherlands",1999,77.9678,28.1,29316.2634775738
"Netherlands",1993,77.0408,30.4,21428.4829698518
"Netherlands",1990,77.0122,31.1,19190.2281769694
"Nicaragua",2014,72.792,46.2,5067.74436245156
"Nicaragua",2009,71.4986,43.9,3879.65416468472
"Nicaragua",2005,70.3745,48.8,3455.97038829071
"Nicaragua",2001,67.0281,52.9,2916.53282309247
"Nicaragua",1998,64.1109,54.4,2497.43325034147
"Nicaragua",1993,64.0928,57.1,1997.69955819545
"Niger",2021,59.5422,32.9,1585.59922021188
"Niger",2018,59.7646,37.3,1275.99643935327
"Niger",2014,58.6934,34.3,1161.32515723793
"Niger",2011,57.6001,31.5,1064.41917390361
"Niger",2007,55.0628,37.3,954.892280096123
"Niger",2005,53.3203,44.4,888.304262533553
"Niger",1994,44.5862,41.4,747.575677658381
"Niger",1992,43.0644,36,745.804310078536
"Nigeria",2018,52.669,35.1,5083.17233102207
"Nigeria",2015,51.9394,35.9,5189.45397195461
"Nigeria",2012,51.6876,35.5,4737.10674439825
"Nigeria",2010,51.3145,35.7,4474.60705070661
"Nigeria",2003,48.618,40.1,2851.04398804781
"Nigeria",1996,45.8328,51.9,2081.16301764933
"Nigeria",1992,45.5874,44.9,2124.22338756404
"North Macedonia",2019,76.8346,33.5,20222.5573834912
"North Macedonia",2018,76.8835,33,18460.5156634388
"North Macedonia",2017,76.1524,34.2,17161.1379837657
"North Macedonia",2016,75.571,34.5,16457.5560451968
"North Macedonia",2015,75.6289,35.6,15038.1859543119
"North Macedonia",2014,75.6327,35.2,14485.1242608763
"North Macedonia",2013,75.5832,36.2,13662.8105827007
"North Macedonia",2012,75.043,38.1,12725.9258313986
"North Macedonia",2011,75.1424,39.4,12420.8316718237
"North Macedonia",2010,75.0374,40.1,11993.5315145202
"North Macedonia",2009,74.4689,42.8,11526.1244817859
"Norway",2019,82.9553,27.7,70939.6055180362
"Norway",2018,82.7599,27.6,70253.8463693386
"Norway",2017,82.6242,27,64589.5559196863
"Norway",2016,82.4151,28.5,59280.1992028829
"Norway",2015,82.2728,27.5,60754.1816916377
"Norway",2014,82.0869,26.8,66332.4614374198
"Norway",2013,81.6683,26.4,67377.9262258772
"Norway",2012,81.4458,25.7,65774.3520746224
"Norway",2011,81.2454,25.3,62460.0908157002
"Norway",2010,81.0392,25.7,58219.6143463523
"Norway",2009,80.8655,26.2,55618.6337641836
"Norway",2008,80.6772,27,62072.7539854909
"Norway",2007,80.5024,27.1,56181.3045666857
"Norway",2006,80.4404,26.4,54369.1766461345
"Norway",2005,80.1695,30.6,47966.8640112608
"Norway",2004,79.9645,31.6,42672.9375348936
"Norway",2003,79.5291,27.6,38684.7096825099
"Norway",2000,78.6916,27.4,36986.4941984639
"Norway",1995,77.7966,26,24344.3004674651
"Norway",1991,77.0382,25.2,19567.2533258627
"Pakistan",2018,66.4807,29.6,4979.3734961655
"Pakistan",2015,65.6406,31.3,4480.26313460985
"Pakistan",2013,65.1285,29.5,4173.93858568758
"Pakistan",2011,64.6588,29.7,3879.5977693449
"Pakistan",2010,64.3784,28.8,3785.70113526903
"Pakistan",2007,63.8075,29.7,3672.18527453313
"Pakistan",2005,62.4163,31.3,3292.60223265724
"Pakistan",2004,63.0972,30.9,3048.35709126701
"Pakistan",2001,62.2406,28.7,2643.766274957
"Pakistan",1998,61.1338,33.1,2419.07785440509
"Pakistan",1996,60.4659,28.7,2400.63451662661
"Pakistan",1990,59.7282,33.2,1895.26266960096
"Panama",2023,79.5937,48.9,39803.3189532895
"Panama",2021,77.0037,50.9,30932.7627780516
"Panama",2019,78.5145,49.8,33239.733231164
"Panama",2018,78.2656,49.2,32463.540359127
"Panama",2017,77.9011,49.9,33533.3260079329
"Panama",2016,77.7724,50.4,30276.7088405833
"Panama",2015,77.5827,50.8,27245.2788533669
"Panama",2014,77.3645,50.5,24376.0808685086
"Panama",2013,77.1292,51.5,21923.6750939531
"Panama",2012,76.8767,51.7,19473.2514820186
"Panama",2011,76.6594,51.3,17473.7651401424
"Panama",2010,76.417,51.6,15572.5787192901
"Panama",2009,76.2283,51.8,14765.7380217741
"Panama",2008,75.937,52.7,14705.3714509131
"Panama",2007,75.6751,52.7,13332.8661060065
"Panama",2006,75.4291,54.6,11684.5550272795
"Panama",2005,75.1604,53.8,10511.0220312789
"Panama",2004,74.8453,54.8,9591.60288311479
"Panama",2003,74.5671,55.7,8800.56664131217
"Panama",2002,74.1947,56.1,8370.30337144927
"Panama",2001,73.8197,56.7,8197.15763002945
"Panama",2000,73.4432,56.6,8097.29578288652
"Panama",1999,73.1239,56.4,7748.83599002527
"Panama",1998,72.7846,57.4,7407.54986477573
"Panama",1997,72.5415,58.1,6894.69105953002
"Panama",1995,71.9944,57.7,6827.51861780934
"Panama",1991,71.331,58,5688.3668594212
"Papua New Guinea",2009,62.7722,41.9,2692.43509263219
"Papua New Guinea",1996,61.0705,45.8,2578.19220297012
"Paraguay",2022,72.3185,45.1,16347.0434974754
"Paraguay",2021,68.1081,42.9,15406.1670646579
"Paraguay",2020,72.7197,43.5,14308.8787738328
"Paraguay",2019,73.6681,45.7,14149.5985227505
"Paraguay",2018,73.6271,46,14139.0931267561
"Paraguay",2017,73.4495,48.5,13977.3427788651
"Paraguay",2016,73.4865,47.9,13329.1373366322
"Paraguay",2015,73.4535,47.6,12679.0574753215
"Paraguay",2014,73.4145,50.7,12607.0721636639
"Paraguay",2013,73.2916,47.9,12137.0081947596
"Paraguay",2012,73.1046,47.6,10954.3251570163
"Paraguay",2011,72.7875,52.3,11441.7636772278
"Paraguay",2010,72.5506,51,10893.314919848
"Paraguay",2009,72.2821,49.1,9801.64933111965
"Paraguay",2008,72.0475,50.7,9867.39695328027
"Paraguay",2007,71.8173,53,9178.94421575497
"Paraguay",2006,71.5837,53,8560.73925115854
"Paraguay",2005,71.3174,51.4,8006.70978158342
"Paraguay",2004,71.054,52.3,7685.6581479991
"Paraguay",2003,70.7949,54.9,7275.93316003059
"Paraguay",2002,70.5393,57.3,6924.18334926511
"Paraguay",2001,70.2808,54.6,6916.49330720369
"Paraguay",1999,69.7739,54.6,7079.86649169495
"Paraguay",1997,69.2835,54.9,7298.84231803703
"Paraguay",1995,68.7775,58.1,6966.44773287068
"Paraguay",1990,67.3405,40.8,5636.78806990191
"Peru",2022,76.834,40.3,16657.4897212687
"Peru",2021,71.5962,40.1,15282.2736372636
"Peru",2020,73.8315,43.7,12563.3038060893
"Peru",2019,76.2749,41.5,13563.5372933551
"Peru",2018,76.018,42.4,13078.2323503405
"Peru",2017,75.9576,43.3,12591.8562879234
"Peru",2016,75.9508,43.6,12066.5460683317
"Peru",2015,75.7316,43.4,11600.3873992867
"Peru",2014,75.26,43.1,11517.7371710247
"Peru",2013,74.5905,43.9,11290.5547403874
"Peru",2012,73.9792,44.4,10757.1522234351
"Peru",2011,73.327,44.7,10462.5770434663
"Peru",2010,72.8858,45.5,9713.35863299894
"Peru",2009,72.6311,47,8916.595775395
"Peru",2008,72.7426,47.5,8820.1390104266
"Peru",2007,72.7463,50,7982.05008365159
"Peru",2006,72.3365,50.3,7213.59606014799
"Peru",2005,71.9882,50.4,6559.54330014155
"Peru",2004,71.4467,49.9,6037.52025113977
"Peru",2003,71.2777,53.1,5656.85816113142
"Peru",2002,70.8147,53.6,5382.56641272898
"Peru",2001,70.315,51.3,5086.4224778468
"Peru",2000,69.821,49.1,5011.94540719945
"Peru",1999,69.302,54.8,4847.39826736461
"Peru",1998,68.724,55.1,4791.40570153589
"Peru",1997,68.3241,53.3,4844.09819865128
"Philippines",2021,66.6755,40.7,8857.78995115514
"Philippines",2018,69.7615,42.3,8357.74357925067
"Philippines",2015,69.4501,44.6,6894.26702227823
"Philippines",2012,69.2375,46.5,6094.26837360697
"Philippines",2009,68.6311,46.3,5157.2782509656
"Philippines",2006,68.1723,47.2,4578.70630892586
"Philippines",2003,68.0491,46.6,3761.4962459604
"Philippines",2000,67.7892,47.7,3365.55833002445
"Poland",2021,75.6387,28.5,41022.5126310962
"Poland",2020,76.5951,28.5,36714.1686660424
"Poland",2019,77.9213,28.8,35882.3655065553
"Poland",2018,77.6232,30.2,32345.1066076225
"Poland",2017,77.7155,29.7,30170.2818974087
"Poland",2016,77.6395,31.2,28359.6927346266
"Poland",2015,77.5894,31.8,26995.3408713745
"Poland",2014,77.312,32.8,25459.7392273761
"Poland",2013,77.0758,33.1,24433.8914344877
"Poland",2012,76.7748,33,23728.1456821435
"Poland",2011,76.5683,33.2,22808.5055268899
"Poland",2010,76.2823,33.2,20993.2495602577
"Poland",2009,75.9063,33.4,19290.1204717828
"Poland",2008,75.5829,33.5,18372.37645483
"Poland",2007,75.4143,34,16833.8522564382
"Poland",2006,75.2504,34.7,15208.126622577
"Poland",2005,75.127,35.8,13935.5573148214
"Poland",2004,74.9434,38,13414.8573934429
"Portugal",2021,81.3978,34.6,38622.7946414337
"Portugal",2020,81.3664,34.7,35966.7127965608
"Portugal",2019,81.9587,32.8,37865.5603564297
"Portugal",2018,81.5915,33.5,34896.7993382975
"Portugal",2017,81.6605,33.8,32970.8395386562
"Portugal",2016,81.3636,35.2,31589.2695609552
"Portugal",2015,81.3213,35.5,29615.9560854108
"Portugal",2014,81.3135,35.6,28764.5254955042
"Portugal",2013,80.9029,36.2,27966.0874254705
"Portugal",2012,80.5549,36,26476.2182777269
"Portugal",2011,80.5822,36.3,26803.2336904645
"Portugal",2010,80.1149,35.8,27295.1035561802
"Portugal",2009,79.8295,34.9,26458.1096957925
"Portugal",2008,79.6026,36.6,26665.8372952939
"Portugal",2007,79.3087,36.8,25738.9369093531
"Portugal",2006,79.0894,38.1,24682.5646236933
"Portugal",2005,78.3169,38.5,22725.2774946084
"Portugal",2004,78.4274,38.9,21478.4297345147
"Portugal",2003,77.5828,38.8,20852.2404289696
"Qatar",2017,82.4583,35.1,99358.3403307696
"Romania",2021,72.7405,33.9,37698.358113868
"Romania",2020,74.0464,34.6,34386.177392567
"Romania",2019,75.3288,34.8,33638.6966024969
"Romania",2018,75.1033,35.8,29586.6168739175
"Romania",2017,75.0236,36,26943.367716193
"Romania",2016,75.0209,34.4,23905.1882205689
"Romania",2015,74.7371,35.9,21630.407902492
"Romania",2014,74.7654,36,20633.0093146975
"Romania",2013,74.9179,36.9,19678.1283038854
"Romania",2012,74.314,36.5,19807.4579630838
"Romania",2011,74.2877,35.9,18803.9162452476
"Romania",2010,73.5793,35.5,17356.6588564889
"Romania",2009,73.457,35.6,16632.1317725886
"Romania",2008,73.2158,36.4,16782.1166407038
"Romania",2007,72.7922,37.5,13703.1895462107
"Romania",2006,72.1693,39.6,11556.5692481869
"Rwanda",2016,65.7326,43.7,1866.38968530286
"Rwanda",2013,64.6512,45.1,1512.24171253848
"Rwanda",2010,62.804,47.2,1314.13559493043
"Rwanda",2005,56.9683,52,914.227366397519
"Rwanda",2000,47.7977,48.5,609.265855546502
"Samoa",2013,71.2291,38.7,5386.90063067716
"Samoa",2008,71.5312,42,4939.22558348649
"Samoa",2002,71.2333,40.7,3552.91066710085
"Senegal",2021,66.8685,36.2,4173.67741399619
"Senegal",2018,67.3792,38.3,3380.21596529445
"Senegal",2011,64.7987,40.3,2684.94989722318
"Senegal",2005,60.9801,39.2,2350.20037039733
"Senegal",2001,58.158,41.2,2043.85289532053
"Senegal",1994,57.4792,39.2,1578.09460530841
"Senegal",1991,57.0369,54,1560.85968445291
"Serbia",2021,72.853,33.1,23385.1999933237
"Serbia",2020,74.5065,35,21013.0952473467
"Serbia",2019,76.0585,34.5,20587.2978354071
"Serbia",2018,76.0356,35,18469.0631340461
"Serbia",2017,75.7921,36.1,17285.4788635641
"Serbia",2016,75.7375,38.8,16455.4149398306
"Serbia",2015,75.653,40.5,15550.5133488977
"Serbia",2014,75.4778,40.4,15296.1762770253
"Serbia",2013,75.3461,39.4,15246.9891206157
"Serbia",2012,75.0888,39.9,14506.1792743387
"Seychelles",2018,72.1756,32.1,32091.2988657346
"Seychelles",2013,72.4279,46.8,22487.2497747
"Sierra Leone",2018,59.0587,35.7,2640.47566787646
"Sierra Leone",2011,52.5936,34,1927.34143766235
"Sierra Leone",2003,46.7843,40.2,1300.32914433255
"Slovenia",2021,80.434,24.3,45872.6633903051
"Slovenia",2020,80.3641,24,41767.2579899958
"Slovenia",2019,81.007,24.4,42373.2506369279
"Slovenia",2018,80.861,24.6,38620.2045436305
"Slovenia",2017,80.6163,24.2,36180.0384547623
"Slovenia",2016,80.512,24.8,33575.1775435758
"Slovenia",2015,80.4994,25.4,31344.6289743058
"Slovenia",2014,80.2517,25.7,30571.9753019832
"Slovenia",2013,80.0884,26.2,29634.0657611471
"Slovenia",2012,79.7652,25.6,28786.7105517686
"Slovenia",2011,79.5884,24.9,28715.6339954963
"Slovenia",2010,79.3008,24.9,27582.4977417186
"Slovenia",2009,79.027,24.8,27214.4653147546
"Slovenia",2008,78.595,23.7,29460.9414243515
"Slovenia",2007,78.2855,24.4,27469.0412988567
"Slovenia",2006,77.8204,24.4,25576.5193167046
"Slovenia",2005,77.5029,24.6,23682.3710849153
"Slovenia",2004,76.9319,24.8,22590.7921299544
"Solomon Islands",2012,68.9606,37.1,2320.44909024681
"Solomon Islands",2005,67.79,46.1,1693.18184240138
"South Africa",2014,63.1845,63,13358.9417186608
"South Africa",2010,58.8863,63.4,12637.2912224786
"South Africa",2008,55.9817,63,12525.2630297796
"South Africa",2005,53.9142,64.8,10440.6275145923
"South Africa",2000,58.3678,57.8,8095.29428869191
"South Africa",1993,62.6183,59.3,6374.7791248849
"South Sudan",2009,56.8478,46.3,2911.04297300133
"Spain",2021,82.9508,33.9,44237.8298016785
"Spain",2020,82.2413,34.9,39322.6743086402
"Spain",2019,83.4794,34.3,44027.4932307597
"Spain",2018,83.0956,34.7,41001.3588703988
"Spain",2017,82.9862,34.7,39806.4420431184
"Spain",2016,82.9999,35.8,37591.7431945534
"Spain",2015,82.6109,36.2,35220.9762033929
"Spain",2014,82.8283,36.1,33746.320526221
"Spain",2013,82.6943,36.2,32602.6024963074
"Spain",2012,82.1905,35.4,31869.7839822219
"Spain",2011,82.1804,35.7,32015.5752000401
"Spain",2010,82.0063,35.2,31808.2179879539
"Spain",2009,81.627,34.9,32201.4773527814
"Spain",2008,81.2782,34.2,33349.942580613
"Spain",2007,80.9696,34.1,32537.3435402735
"Spain",2006,80.9627,33.5,30755.2987888646
"Spain",2005,80.3196,32.4,27629.7077024966
"Spain",2004,80.3283,33.3,26163.3046245452
"Spain",2003,79.7482,31.8,25060.5153765741
"Spain",2000,79.4123,34.1,21577.59731368
"Spain",1999,78.9437,33.8,19938.1786773173
"Spain",1998,78.9395,34.6,19081.5765441881
"Spain",1997,78.8504,35.3,17899.1939251675
"Spain",1996,78.3389,36.5,16964.935227861
"Spain",1995,78.2002,35.7,16265.116191102
"Spain",1994,78.1141,35.1,15572.1275852191
"Spain",1993,77.728,35.7,14962.7231239705
"Spain",1990,77.0004,32,13666.5379883416
"Sri Lanka",2019,76.698,37.7,14112.9525046152
"Sri Lanka",2016,76.1361,39.3,13078.560508697
"Sri Lanka",2012,75.1866,38.7,10249.1670637487
"Sri Lanka",2009,70.2976,36.1,7575.57988727098
"Sri Lanka",2006,72.825,39.7,6260.67990139115
"Sri Lanka",2002,72.2711,40.2,4522.3276963836
"Sri Lanka",1995,69.7456,35.4,3454.27501142365
"Sri Lanka",1990,69.2389,32.4,2527.44295242567
"Sudan",2014,63.9905,34.2,4260.57177734375
"Sudan",2009,62.6765,35.4,3731.61474609375
"Suriname",2022,73.2538,39.2,20078.8365545951
"Sweden",2021,83.0196,29.8,62675.0634508595
"Sweden",2020,82.4271,28.9,57489.2657196218
